21,"أعلم
بعد ان أعوذ بالله من الشيطان الرجيم بسم الله الرحمن الرحيم "" وإن عليكم لحافظين * كراما كاتمين *
يعلمون ما تفعلون "" وقوله تعالى في سورة (قا) الآية رقم (18) بعد أن أعوذ بالله من الشيطان الرجيم بسم الله
الرحمن الرحيم ما يلفظ من قول إلا لديه رقيب عتيد وقوله تعالى في سورة الاسراء الآية رقم 13 و14
بعد ان أعوذ بالله من الشيطان الرجيم بسم الله الرحمن الرحيم "" وكل انسان الزمناه طائره في
عنقه ونخرج له يوم القيامة كتاب يلقاه منشورا (1) إقرأ كتابك كفى بنفسك اليوم عليك هيبا و
وغيرها من الآيات . اب مل
هذا ما تيسر لي من آي القرآن، وهناك من اقوال النبي صلى الله عليه وسلم ما يحث على الكتابة ولكن لا
أملك من المراجع لتوثيقها كما هي . وإن كنت قد قرأت بعضا منها خلال مسيرتي في السجون وكما قار
النبي محمد صلى الله عليه وسلم في الحديث الصحيح ل ني آدم فنسيت ذريته ولما قيل أن الانسان من
نی
النسيان . اقل من العالم لعالمها الترك
انك طلبت مني فقط كتابة الآيات التي ذكرتها لك وتحث على الكتابة فاعذرني على الاطالة وإن كان
يغلب على ظني ان كلمة كتاب و كتب ومشتقاتهما وردت مئات المرات في 69 آية على الاقل اتمنى اني قد
وفين بالغرض واعلم أني مقصر وقد غاب عني الكثير وكم تمنيت وود ان أعطى الموضوع فقه
واعذرني على سوء الخط
2
!! :
والسلام ختام الدين
تلقاها من قال يهدد بدلنا خلد
من أخيك صهيب كبها
کیها
سال کاا عتيقه هم تا مدت ها قبلفيلم لم يكن للالت شانداو
عملات اليف السلمان
ا
والی عار عن ملال د علي : 1
قل بها ما لا تكلمتك كل ليلة كان المشدد کا
فضها منجب له عطيفال طعا ما
شقيقه ام مكينا
نا
گا
سمالها
انا
المال العف
-01-11 ) التاليه
) :
1914. Nov 15 ich oh to do te the love love Media
علي اي مكان فيما بعد هلال العلم مكيول"
22,"بس الل الفن الم
سے اسے بوسام محمد عام
كر طيره را واد وام همه ي عم و بورس نار وإدارت اسمار
ما تمام مومن و امل ما را العرب أمر الى ان ما بخصوص المار
الله المرة الاول ونه ربا المقام را در مامو می میر
النصر المصري أو الطرع ورد الام مع ام مع ماما ساهمنا من مره
الاتي عندك من طرها الامر المطاف فر - بر مطر
برا بنا إلى تمنينا ر مارشل ركن والجوم مانه و با وی
ر الحديث عن الكسر في هزة الجوار ولو مارو ر شرما سرها العلام لغاض
رض في المهم كم عدد البوسناکی
راس موقع راممو تا کر جمرة الأورما منوا كلام ما هم مع
ما مهم است در مل من الحين في الأرض ، و در برنا در
سده ی جسم
ضرور ما مونا مر
مستمر ونعاود الامام ان من ، محياننا العلم ان ارنجی
عشر
بر جود
به کار
ور
من
روح بر امام را
بر روان است
اماری مه نبود و ما عمل المصدر ولكن الثورة فيه مشر را راض
بالعضلة و
مع و راه عارف اهو ما ضا مرا امره الأول بالاضاف
الام الأمر معياء
وعباس امر سر مرد و در امری مهم در
ترة المعارف لام و ممرا ، رات والله في بطول الحبة
رمدره م ارام بام منها مأساة الأسرية
ی
الرجار مبلغ سا ل ماخرة احمد اندوری را راهی نه
وشوفنا الكبير لهم و ابر ما متهم وشول ان الحرث والنور
بروك لكم
ولة الدورى المصرى الى ان الاول انه اس امر مطر
على العهد با من باللة ورمال كرة الورم من
9
والسلام وتم فلم ها رو برای شارات مروا بالكوا ما همه
رض أبو العبر
سلامي الخاص لإرسالهم فضلون
اری و گل مرکابر یکطرفه طلبه ؟ ومازال موجود عندكم
و السلام ختام
ضور ممين
بل لایا بنام اس
نام خاطر هشت به"
23,"P.13
- - - E IFEI
5745809632141526
17/07 190 20:52
بسم
الله الرحمن الرحيم
الاخوة الأحرار في المؤسسات الوطنية...تحية الثورة وشرف الانتماء لها...تحية الالتزام بالخط الثوري والعمل من خلاله...لحية انتفاضة شعبنا الباسل...
صادمة الاعجاز القول بكل معطياته وملتضياله...تحية الدم الذي يراني يوميا على أرض الدولة الفلسطينية وبعد: الخولنا يا شرفاء العصر نفع بين
أيديكم الأميلة رسالتنا هذه موضحين من خلالها مهمة نواجهها بروح لورية وطنية صادقة ومخلصة يحيكها ضدنا وفي ظروف اعتقالية معقدة - ابناء
قضيتنا العادلة من فصائل وتنظيمات وجمعات الا وهي مشكلة الخارجين عن التنظيم في معتقل لقمة الشهداء...أخوتنا وأحبتنا الأعزاء مع افتتاح !
المعتقلات الفاشية برزت العديد من الأخطار والمهاوي والمنزلقات التي كان علينا الأول من الأسرى يواجهها بتوجه عقلاني وطني يضمن للجميع حقوق
علامر وتنظيمات، ومجموعات على ومع توالي السلين أصبح هذا التوجه دستورنا الوطني والاعتقالي وميثاقنا العملي وأصبح الخروج عليه جريمة لا
تفتقر عند الكل الوطني والاعتقالي وكان أساسة دوما الحفاظ على الحضر التنظيمي لأنه الأ..الس في بناء الوحدة الانتقالية القوية وعليه ينبغي الحفاظ
على الاستقلالية التنظيمية وعدم جواز تدخل أي تنظيم في شؤون التنظيم الآخر هذا من جهة أولى والخروج من التنظيم الي تنظيم أخر من جهة
ثانية غير مقبول في العرف الوطني الاعتقالي الا ضمن ترتيبات اعتقالية متعارف عليها داخل التنظيم نفسه لما عانيلا في سنيين الاعتقال الأولى من
في العمل حيث ثبت عمليا وفي معظم الحالات ان الهدف من الفروع بصورة خارجة عن الترتيبات الاعتقالية هو دب الفتنة في الصف الاعتقالي الواحد
لمالح مصلحة السجون واستخبارات العدو وقد أثبتت التجربة أن أجهزة المخابرات هي التي تعمل على تغذية وتسعير نار الفتنة في التنظيم الواحد
بداية ومن ثم في الصف الاعتقالي وفيما تستغلها لأهدافها الدنيئة هذا ناهيكم عن المبرزات الواهية التي كانت تقترن بكل عملية خروج أو انفلاش
فأحيانا يكون سببها مشكلة بين اثنين او هربا من العدالة الثورية. وفي أحيانا اخرى عايشنا تجراب أو انفلاش يدمي أصحابها التباين الفكري بين
معتقداتهم وبين معتقدات التنظيم الذي ينتمون اليه وكانت كل هذه المبررات واضحة واستطعنا أن تصل إلى بحملة ونتيجة نهائية وغير قابلة
القابهامات معظم ان لم تسل عن ""ليات التربية الخروج عن أي تنظيم - هي عملية مدعومة ومخطط لها من قبل أجهزة المخابرات الاسرائيلية وعليه
رمن شماس ال .....لا اتعامل معاملة من مده اللي .. معنا في الماني وسنستخدم كل الوسائل والسبل المتاحة لنا للدفاع
من تنظيمنا وحقوقنا التنظيمي فالتنظيم هو الأساس والدي ات
علمتنا أياه فتح بتجاربها الطويلة ونضالاتها العريقة بدأ بالأخ القائد أبو عمار وحتى اصفر شبل تتحول من مكان الامثالكم
تجهلون أننا في فتح ويحكم واقعنا الفتحاوي النهم وبحكم نذالاتنا المشرفة وبحكم شلال الدم المتدفق الذي ينزف من شراييننا بحكم قاعدتا
التنظيمية الواسعة سواء في باستيلات الاحتلال أو في كل المواقع النضالية الأخرى سواء بالوطن المحتل أو في المنافي ومخيمات الشتات قد عانينا
وتمامي يوميا من مثل هذا الممارسات التي ومدتها وترصدها لنا بعقلية الصهيونية ونفذها ولا يزال ينفذها أبناء شعبنا المالية ويدعمها في أحيان
كثيرة تنظيمات وتجمعات تشعر بأن حقها مهضوم في ظل وجود المارد الفتحاوي فالتقت مصلحيا بالاحتلال وسياستة الاستهدافية فنحن مستهدفين
ا
ولا الأشكال الماس به أو
نه
منذ انطلاقتنا حتى النصر من قبل الأعداء وتتحد بعض الفئات الضالة من أبناء شعبنا لتصل الى درجة استهدافية الكيان الحثين بذلك مصلحة ضيقة
أحيان كثيرة مستغلين بذلك الخلافات التي تحدث نتيجة الضلال وسوء الرؤيا والفهم لأهدافهم الخاصة. ونحن من
وتصورات سريالية شبابية في
جانبنا نسعى يومها ولا تبالغ اذا قلنا لما في كل ساعة العمل جاهدين للوصول لهذه الجماعات الى الفهم الوطني المتطور حتى نحقق ليدافنا ولا تبالغ از
نقول أننا نعمل وعملنا في أحيان كثيرة وكثيرة جدا على حساب مصلحتنا التنظيمية والصالح المصلحة الوطنية والانتقالية العامة ونحن وخضوعا
لت
السالفة في
الادراك كل المحاولات المكثفة التي تتعرض لها من قبل كافة الأطراف سراء من استقطاب المرفوض اعتقاليا دهي انه يقترن بالتشويه والفتن بين
اخوتنا الجدد في أقبية التحقيق ومراكز التوقيف والرملة والسجون الفرعية أو حتى بلشمال وتزكية الفتن والازمات والنزوات عند بعض الاخوة
حتى أي تأمر ولوبسيط وفي علاجنا لكل هذه الظواهر اللاوطنية نستخدم المنطق الثوري الواعي وفي اطارا و حدود
الفهم الاعتقالي والوطني للسن الأدرمي والكثر حرما وعملاً نحو تجسيد الوحدة الوطنية المبنية على الفهم الثوري العميق. الخوتنا وأحبتنا... نجد انه
الميفين من لديهم میل دیلی
لزاما علينا أن نوضح لكم احدى القضايا التي استغلتها الجماعة الاسلامية اسوأ استغلال في بياناتها الجماهيرية ألا وهي مشكلة الاخوة الذين خرجوا من
نفحة الشهداء والتي كانت على النحو التالي: شاء القدر وكذلك مصلحة السجون ان يتجمع نفر من أصحاب النفسيات الضعيفة والممول الخاصة والرؤء
النرجسية والاعتقادات الشادة في مستقل ناجة الصامد ولمصادفات القدر الدمج هذا الكوكتيل وأصبح يشكل كتلة واحدة في وجه تنظيم فتح ويحاولا از
بارض شروطه، وحتي نزلوا في صورة تطور الحدث اليكم ابق لفصيلاته تلد مير في الأونة الأخيرة بيانا عن معتقلي حماس والحمامات الاسلامي
في السجون الاسرائيلية بيانا جماهيريا يتحدث من معاناة الأسري يا علي المتثلات كنتيجة للمارسات فتح بمنعهم من الصلاة والأذان وأننا نمارس
العنف ضدهم وقد اتضح ان لحسن أبو هدوان علاقة مباشرة بهذات البيان حيث اتضح الله لسق مع أشخاص من السماءة الاسلامية وقد تم مراجع
واستجواب ابر مدوان لمعرفة ملابسات البيان وبحكم ان ابو هدوان عضو في التنظيم يخضع لأي لجنة تنظيمية خامة وقد تجارب ابو شدوان ،
الاستجواب بدون الا ضغط او علف واقر بان له دور في النزال البيان بالتنسيق مع الجهاد الإسلامي وبأنه يوجد في المعتقل عناصر في صفوف
تابعة للجهاد وتتلقى تعليماتها من المهاد ولاد هربي، مع التهاء الاستجواب الى الإدارة، وقد وقف على باب أحد العرف. وقال أنا ذاهب لأن القض
الكشفت "" حتى بلهم من معه ما يريد...وقد بدأ التنظيم في اليوم التالي بمراجعة الاخوة الذين ذكر ابو هدوان أسماءهم وهم عماد التعري ومن
النمري وحسين سلم وكل واحد منهم على القراد وبقي نطاق المراجعة محصور على الاخوة في اللجنة المركزية وقد تم التحاور معهم بروح ثور
مالية والهوية صادقة وقد أمروا على لهم لا يريدون العيش في صفوف فتح وقد تكشف في اليوم نفسه رسالة موجهة إلى الجهاد الاسلامي في عسقا
بهم لوحدهم وبدون أي مسؤولية تنظيمية وقبل أن ينتهي الحوار الفردي معهم وفي اليوم التالي لحقوا ب
الى هذه المجموعة...ويريدون غرف خاصة
مدوان ولجأوا الى الادارة طالبين نقلهم الى أي مكان آخر وقد لحقهم لسير المستضعفين علاء البازيان وزبانيته عصام جندل ومنذر البازيان. والله
الى الادارة في مرفنا الاعتقالي تجاوز لكل الخطوط الوطنية وقفزا على كل الأمراف والتقاليد، وجريمة يحاسب عليها تنظيمها وفي نفحة تم اهـ
المعتقلات بعدم قبولهم في أي معتقل ومن يريد
قرار اعتقالي من قبل اللجنة الوطنية العامة وتضم جش - ج د بالاضافة الى فتح وعلى جميع
مشكلته فهم عليه العودة الى القمة وقد أدان هذا البيان الخليط ـ الكوكتيل .. وتحل مشكلته فرديا مع التنظيم وقد قامت مصلحة السجون ينقلهم
معتقل مسئلان ووضعهم في غرفة خاصة ومعزولة من المعتقل وند قدلا من طرفنا بمحاورتهم وسمعنا لمطالبهم ومشاكلهم وطلبنا منهم العودة
نفحة وومدناهم بأن مشاكلهم ستحل هناك، وقد رفضوا التحاور معنا بشكل فردي وقاموا بالرد على الأخ ممثل المعتقل عندما نمب لمقابلتهم
يمكنهم التحدث معه وأن يمثلهم ملاء البازيان وهو المخول بالحديث باسمهم واستمرينا بالحوار معهم حتى يومنا هذا ولا يزالوا مصرين على مطا
وهو العيش بغرف مستقلة أو ذهاب ذوي الميول الديني الى الجهاد الاسلامي والمنشقين وأصحاب المصالح من لف لفيفهم في اطار معتقل ونحت د
الرب وقت ممكن ولكننا لؤكد أن ذلك ان يكون ملي حسام التنظيم، اخوتنا
الشرفاء هذا ما حدث تماما فنحن نرفض ان لمارس الارهاب الفكري على أحد ولسنا على استعداد بقبول لي انسان في صفوف الحركة اطلاقا انا لم
تألوا جهدا من اجل معالمة وحل هذا الحدث ونأمل أن يتم ذلك في
متالع بفتحه ويعمل من أجلها وفي الوقت لاته لرفض العودة الى نقطة البداية بالواقع الاعتقالي أو السماح لأي جماعة أو تنظيم التدخل في دم
الداخلية وان ترحم كل من لا يرحم نفسه أو يحاول التوفل في التنظيم لمقرب خاصة وان ما قام به الجهاد الاسلامي خط أحمر في حساب الأ
الاعتقالية وموترا الأجواء بشكل كبير ومارهن ولمن لا نزال نرفض أن يكون هناك حرب بيانات ونقلها الى شارعنا الفلي لاتراكنا لأثر ذلك
انتفامتنا الباسلة واحرصنا على عدم تدخل المخابرات باي شكل من الأشكال وان تستغل مثل هذه المشكلة، ونعود ونؤكد أننا سنعمل على حل
المشكلة بالشكل اللائق والذي يحفظ لكل فرد كرامته وحقوقه ويحفظ لفتح ميبتها كتنظيم طليعي رائد حلاب ويحارب وسيحارب أي محاولة انا
ار الشقاقية تخرج على الوحدة الوطنية والقيم الوطني، لقتلا بكم وبجهودكم كبير ماشت حركة التحرير الوطني الفلسطيني فتح - عاشت الان
الجماهيرية الباسلة . عاش رمز نضالنا الدنا ومعلمنا الأخ أبو عمار . وانها لثورة حتى النصر ـ حتى النصر ـ حتى النصر.
بان
اسری در
في سجن ،"
24,"ليم الله الرحمن الرحيـم
الحمد لله رب العلمين والصلاه والسلام على سيد المرسلين سيدنا محمد وعلى آله وصحه وسلم
أخي . م ناصر .. السلام عليكم ورحمه الله وبركاته .. كل عام وانتم بخير
تقبل الله صيامنا وصلاتنا وأما
بعد
ولكن علمت أن الرساله
نحن لك رساله رد على رسالتك التي ارسلتها ....
لم تصلك فأعود وأخط لك رساله غيرها...
صل يخفى عليك فضه نا ولكن الأحوال تتحسن معظم الأغراض عادت لنا
كل فرضه ٣- لمبات ٣- كراسي الطاوله ۱- کابل كهرباء
for الغرف تبقى مفتوحه
أثناء الثورة الفرنه سيئه جدا ضيقه والفن واطني على الغرفة ٢٥ الدوره والحمام هم
صدقني نار عقلان ولاجنه شطه وخاصه أسلوب التعامل من قبل التمثيل الإعتقالي
كلمه حق تقال لم اجد افضل من اسلوب عقلان حيث التشاور الجماعي حلم على م الناجي كثيرا
سلامي للحج م م ابراهيم . خربوش ، جمعه آدم ، الشروري ، شادير عمار ٢٠ النور
وكل من يسأل حني . .
دجاج
أما من عندي فلك سلام من ٢- حلمي . ۱۴دهم . م عرفات ۲۰ ناصر ... الشيخ وطير ... زعلان منك
كثيرا ويعتبرك شريك في التحريض ضده
نقله
أخي م - ناصر إبحث في رقم الحساب لا أعد بشين ولكن حسب التيسير... إذا استطعت بعث
٢- لوح كرتون فبحث في قريبا وعاجلا. يمكن تقسيم اللوح الا ربع قطع لتسهيل
في البوسطه واكتب على كل قطعه غرفه s م إسماعيل .. تطه
ن وارجوا أن تبعث لي رساله حول اوضاع عقلان محتمل أن اطلب النقل لحتفلان
""ربنا آتنا في الدنيا حسنه وفي الآخره حسنه وقنا عذاب النار
وم اسماعیل پیاری با رمضان
والسلام عليكم
اخوك
عرفه ١٥
قسم
تطه
(۱
C... ٤.
٠"
25,"ہے
درما
الأخ العزيز ابوناصر
ام کے ان اقط
قط لك على التوانسة ودورها العاجزة
عن الصبر شخصك
فضل الكريم الطبيب. ها أنا أكتب لك على أي
رانا نے رن الرصل نحو عالم لب حاله أفضل من حال
ض الأسرالاان اكه من و السيرة كل الوان
ألكرن
الت الى ان عزيزي المله رله مكانه الذاكرة سالي از
ما لان ان تميزه رامز عنه مرمت
ر از ماری مافالم . كانت منا اياما بية خمر
ع سبل زکرا . كلما اثناء ركن هو القضاء القريب على
أرضية الرامية إلى ذلك الحين لكن مع على الاقرام النقدي
انواع روما
رياضه مستانه
سلفية
کنه عقلانة
52 مج - 7 -20
خل
ذاران"
26,"www
من عسلان لبطولة أكتب قسني
ا إخواني إلى عالم الفنى
ولو مبـواعي الهواء وإني
فامنعوا عن هوا رواني
وأما قبل لوت بہاومتی
ورغم العذاب ورغم ضيف عرفتي
عندي مزيد من الهواء قضية
لن أرتوني إن لم ال مری
ومي
ولحيته
بسم الله الرحمن الرحيم
أمي الحبيبة
أسعد الله أوقاتك بالخير اصيله بنية الاسلام والوطن الجريح وبعد
ها أنا أكتب لك يا غالية ، ولا أعلم كم يستطيع هذا العلم من أن ينزع ما في قلبي
ون ليرسم لوحه من الاشتياق وألم الفراق و مرارة لقهر من الحرمان ، هل تعلمي يا امي؟
لقد كنت كثيرا في معم بكلمات لاصدكلمة مرادفة لاسلك اتوب عن صلة
من صفالك أو بعض ما أعبر به عن عنك..ولم أجـل ياصون كلمة الي
لقد بدأت اكتب لك عن حرمان و الي صرمان ، صرماني من مـة يديلك حنونة أم
مهرماني من أرى وجهك الملائكي حتى لو من خلف ذلك الزجاج الحاقد حقير، بل تعدى
ذلك كله أنه صرماني من أنبل وأعلم وأصدق من كفلته السماء وكل الشرائع
وهو أن أناديل أي بصمتك ما تعيني .. والله إن ذاكرلي بدأت تنزع من
لمشاعر وقلبي يكاد ينحرف عن مساره الذي خلقه الله ، فا راه تو ما كانت تعلمين يا غالية
ان الورد حتى إن لم يسمى بالماء يذبل ثم بجن و يبقى ول يؤذي من يلمسه وكيف أنا
لذي كنت استل رافي بما حصولي من طيبة قلبك وعشرائك شاري برسيم
لك مني أمي اصل اعتزار اقدمه لك سابة عن من اقترفوا بحقك ديال انار
والله لقد من مئة مرة وأنا بـالـس في غرفتي وانت في باب السجن تنظرين إلى كل أم
تجمل شوقها لابنها في قلبها لمتورد وصيتها على لهفة اللقاء
وانت منوعه من السماء دون سبب والمنوعـة من رؤيتي وكل
ما يفصلنا بضعه أمتارو سور صير ، والله يا حبيبة
ما كان السبب لا ألهم يريدون معاقبي في اليسرعوا
مني كل ما علمتنيه وزرعته في قلبي و سماه الي كسب
يريدون ينزعوا عقولنا ليدلوها بجهل لحامـليـه وبرعوا اصرار
((
ے"
27,"دارید
نتی
بند قلب النسر
ف
ليتلوها النوع والانكار ، و يريدون ملي كي أراك اعتذار، ولكن اعذريني
انت كبيرة ، فمن حرمن أمهاتهم من نفسه في الحياة واستشهدوا من أجل مبادئهم
اجل منا كثيرا و هم قدوتنا ، وقوه مرماني من رؤيتك أهون علي من ذلك القرار الاعتذار
أما أنت فياتي يوما تبرق أضواءا من بعيد ، هي موكب مرينا فلا بأس يا أمي من الحرمان
ورايموه عقاب فهو شرف له ،اما دموعك على ذلك الباب كبيرمي وهرات من الندى
روت بدور الامل لتخلق العزيمة ، فارم كبريال باكبيرة و جلدي ، ففي نهاية
ولررب مثلك نور مني، ولا صغر ممه مهو عودة لوم وعودتها للوطن
م فلا تقلقي سأعون في الشر الذي كشه بيدك
ولك كب في يومك يا ست الحبايب ولامهات الشهداء والجرص والاسري بميعا
وفي النهايه بطالي كار لك يا الي العالي و الخليل ورومنه سمينه واصالی
اصل ولينا وديانا و الى العالمين صدا اصولی مارلين ومائدة وهبة وليالي ومرام ولارعر
عبد الوصن وجميع الاقارب والاصدقاء
ملاصقة
والله يا حجة ألي شتاق لسماع ہونك على الراديو
لله
علوا العلم
ولك لحجب والدعاء بالصحة
واللقاء قريب ان شا الله الجن عسقلان
ابنك الحب البار
واسعا
در
اماد بومزار، حطب
C۰۷ /۳/۱
فسیر (۱۲)
عرفة )س(
ر"
28,"ن
حبيت ان
مه براشه
مساء هذا اليوم يوم زيارتك أنت الغالية
عدت منقبض النفس يطالبني شعور القهر والغضب.. تلك
الش لك
سهيلة
26 | 2017
لکا
الحالة التي رافقتني بعد زياراتك الأدى بدر رقوي السجن.. أنخيل مورتك
بالقطار الشمال لوحدك تصولا ين ثلاث أو أربع ساعات ربها
ما ستاره برامة ناس فأشعر بالحزن والقضيب والله ... لن أنك
کام
توية رصايدة و نکته إبقاري إلى هذا السجن في أقصى الجنوب هو خطوة
تنكيلة طاعة ربدات بدر علينا ساومتها بكل الطرق وإجبارهم
إعارتي إلى الجليوع أر سحنه آخر تي الشمال أعذار بني على نراجي
على
السين والعامت ..الو)
مر خاصة للقلق علي أنا بخير وفضفي مدن من ناحية الحياة اليومية
والظروف ممتاز حتى أقض من الشمال و یکنه ضروري الصورة الى الملبوع
الأقرب الأسين بما لا يتاسف .. مهر ناحية صحية لذلك الوضع مستقر
ماما من حيث الأدوية ووضع الظهر خصوصا مساء الوضع طبعا بعد اليوسلة
ولكن استعدت مانيتي تماما و أفكر أن الرياضة اليومية عدة أربعة أشهر
مساعد ثاني كثيرا في عمل معاناة البوسطة البرد الشديد هنا غير برنامج
اليومي فلم أعد أخرج ساعة مرياضة اليمية بالسبب المر البرد القارص
منذ يومين أتوم با شمارين الأرضية داخل القرنة رنة ثم اخرج حوالي التاسعة
مساحة للمشتي عدة ساعة مع أداء لك أن أسوأ ما في اسمند
.
قط في هذا هو أسوأ من الجلبوع انا المرحاض هو عربي وهذا يصعب
جدا ربحاجة لوقت للشعور عليه
حبيبتي أعرب أن الوضع صعب عليك بشكل عام إضافة لوضع العاطفي بهذا الحرمان
الذي نعيشه ولكنها أيضا فرصة وتحد لك ملا عمار على النت وتدبير كل الأمور
الشغل والبيت والبنك والأمراء المالية وأنت لها تشتي يك مطلقة أنك
من طبيعته كل ذلك رشومينه به
أنفس مضه ( على فكره أرجو مراجعة عان
أبو نصار للتأكد أن البوليصة تأمين المدراء على ما يرام ولذا کارا هناك حاجة
تعديل أو متابعة) - ساورن إرسال هذه الرسالة خدا بالبريد المستعجل والمسجل
ولهذا منه انتظر رسالتك استلمت اعلابين ممتازات خاصة البلوزات
را
-
4"
29,"على الوجع
كنت
رد طلبت منك أن تحصلي من هيفا بخط يدها على رسالة قصيرة
لي تر سرها لك صدرة بالايميل وأن تتومن يطبعها و ارسالهایی في اقدری
الرسائل القادمة أريد ذلك
لاس 120/1 | 22
حضر خالد مطارها
معا
اليوم
وقد كان نتات هيدا
بعد طول غياب خاصة
بند خالد تور ثنا في مختلف المواضيع و أمل أن يتم تنفيذ الأشياء التي اتفقنا
فيها -
أمي
أمل انك أ کو خلی
الشهر المبلغ الكامثل في ١٢/١ . أ تترتب امور اکانتينا هنا
لا يعمل أي مشكلة
ولا ينتمني شييء أرجو أن تحضري ملك المرساة القادمة
النظارات القراءة رسأ عمل من هنا على ارفالها بدون مشاكل
مبلغ على الحسابات التي أسكرة لك. ر أن تدخلي هنزا
ومکنه هذا
حبيبتي
مرة أخرى تقتني بك كبرت دستجاوز هذه الفترة الصفية وستخرج منها
أتوى راکثر حبا ونصوعا تلا تخافي شييء كنت ولا زلت إلى جانبي في
ل لحظه و هذا يعدني بالقوة والعزيمة الإرادة . إلى جانب الثمن ابنا حظ الذي
ترفعينه المعاناة الكبيرة هناك جوانب جديدة ستكتشفيها و عوامل کوه
مستجدينها في شك مربما كانت ستظل مستوارية لولا هذه الظريف خراب
ضارة نافعة ونحن قادرون على تحويل هذه الفيره العصبية إلى ينبوع
من الابداع والعطاء والترفق في كل المجالات
قبلاتي راشوائي
ویکینی
ينقصني جدا أن أحتضنك وأشم رائحتك
ا فعل هذا كل يوم مرات منا في برشي (تختي) الذي أزدي
إليه كل مساء وما خلف ستار تفصله عن باقي الفرنه
للجميع
ملاحظة
باصل
أتمنى أن تسألي عند اخبار ميلاء خطيب رامید قبل زيارتك القادمة"
30,"نسية الفقيرة
إلى أي جهة يقل شباك غزتي أندر أنه يطل بجهة
الشمال أو الشمال الغربي تحديدا وذلك بناء على مراتبتي شروق وغروب الشمس
وكذلك بناء على اتجاه القبلة للمصلينة
گیا
أول ما ينشده الأسير في سجنه هو الإحساس بالاتجاهات .. هذا هو أسرع
تعبير مباشر عند نتدان الحرية .. أنت شك الإنسان الحر الذي كنت
تملك بمواسك وبدون تنکیر خريطة المكان تلم بها بل و تسيطر عليها
فهذا الجبل وراءك جهة الشمال وذاك السهل الممتد غربا جهة البحر
وتلك تری میں الكمانة بحرية الجنوب رزاك بحر الزيتون عند شرقا حتى
بحيرة طبريا تخرج منه بيتك تركب السيارت رستورها تزولا إلى شارع عبا صدد
لمربا وشرقاً, أو تصعد الجبل شمالا إلى بيت منه أر البقيعة تنف خدا برونا
تشکر
نکر ناعمان میزء منك عضو من أعضاء جسمك
مع أيامك الرأدى في السجند تنعد كل ذلك تتلاشى هذه المهارة الطبيعية في
التوقع وائل المام
بالمكان مكذا بكل بساطة تتلاشي دون أن تحس أن کورٹ
ذلك أنت في باحة المسحة الله السجنه أرقي القرنة المقلقة لست بحاجة
لاتجاهات .. أنت في موجود في دائرة ثلا تبحث فيها عن زوايا ، أرني
لا
زجاجة مقلقة فلا يعود لجدارها الزجاجي الأسطواني علاقة بالمكان
أن بالاتجاه لا يدرك الأسير أنه فقد كل هذا بهذه السرعة عليه
أن يتصيد التفكير بذلك بالا عمرا ربع سبق الإصرار حتى يستوعب
ما أخذ الجنة منه وبتلك السهولة
عندما اكتشفت في ساحة سجن المجموع تفاعا ضيقا يعكنني نه قرابه
رسند
رؤية قمة الجبل القريب ، عندها فقط اكتشفت أنني فقدت الإحساس
الاتجاهات فبأي جهة يتبع هذا الجيل ؟؟ يحسبما أن كى ضرو میں
الجلبوع أو سلسلة جبال الجلبوع إذا هي حتما تقع للجنوب به موقع
ولكنه منذ اللغابة والامتدار بحيث تبحث في ساعة الجهات الداخلية
عندك عند الاتجاه الرثين تكتشف أن هذه الساعة گفت عن العمل
تتقبل هذا العجز أو هذه العامة الجديدة التي أصابتك وتكتفيا بالرضى
انك رأيت الجبل وانك صدرت منه بشكل عام ثم تعود لمشي
في الباحة مع أصدقائك في دوائر بلا نهايه ربلا اتجاه
یه
>
PL"
31,"بسم الله الرحمن الرحيم
لاح القائد صلاح خلف رابواياد الله
مة الثورة وبعد -
بسم الله الرحمن الرحيم
سر منتظر وما بدلوا تبديلا
يقدرهم و بربهم
من المؤسه - جال صدقوا ما لما هررا الله عليه مهم مرتضى نحبه ومهم
صدير الله العظيم
فيك حبة الرجال الصابرسيد الصادقيه لويس
رضة مصر العادلة
سر رام رمان ما بين القناطر الحرية بصر يوجه ليك مايدما
ومسياسا لقلبيت امر حفظك الله ورعاك مانا برا حالاً
شعبنا البطل منتهزمت فرصة حلول عيد لا ض المبارك اعاده الله
عليك وعلما وكل حمسا والمال القاضا المباله بالمير والبركات
لنقدم لك اجمل التهاني والبرلمان ونتمنى من الله العلى المرء ان كنا عربي
عمان ارض وطننا الحبيب فلسطين وفي رحاب قدسنا الشريفة لرو
ياتنا ضافه ولتؤدى صورة المير القادم في مسجدالاقصى المياد
ونقك الله ورعاك ورد مالك رسال تری رمال
حتى النصر والله سر وراء القصد
لاح الوايات
رغم تواجدنا ولمسها في واصل اور ناول شاريه ما
في خصال با مصوباتنا وقتنا عاليه لانه راه سورونيات
شعبنا البطل في سبيل تحرير وطننا
الفهد هو لفهد
تقهر
ثورة حتى النصر
والله الرومات ملط عرب
وكل عام وانتم
والقسم هو يقسم
عبد
الأربعاء ۱۹۸۹۱۷۱۵)
المعتقلين الجوازات
الاخوه الاصلي
ي على جر عثمامة
مركب مر
حية
ا
و رمرم مردانه"
